ID,Você conhece e já utilizou o Simulador de Aposentadoria no SOUGOV.BR?,Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência",Eu achei o Simulador de Aposentadoria muito complexo,"2
Eu achei o Simulador de Aposentadoria muito complexo",Eu achei o Simulador de Aposentadoria fácil de usar,"3
Eu achei o Simulador de Aposentadoria fácil de usar",Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria,"4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria",Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas,"5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas",Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência,"6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência",Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente,"7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente",Eu achei o Simulador de Aposentadoria difícil de usar,"8
Eu achei o Simulador de Aposentadoria difícil de usar",Eu me senti confiante usando o Simulador de Aposentadoria,"9
Eu me senti confiante usando o Simulador de Aposentadoria","Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria","10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria","Agradeço a sua participação e abro o espaço para que você possa contribuir com alguma crítica, sugestão ou elogio sobre o Simulador de Aposentadoria.","Some a pontuação total de todas as questões ímpares (questões 1, 3, 5, 7 e 9) e, em seguida, subtraia 5 do total para obter (X).","Some a pontuação total de todas as questões de número par (questões 2, 4, 6, 8 e 10), então subtraia esse total de 25 para obter (Y).","Some a pontuação total dos novos valores (X+Y) e multiplique por 2,5.",clean_text
1624,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Discordo parcialmente,2,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,"Ainda apresenta vários erros. No meu caso teve 04 opções de simulação: em situação de professor ensino básico e médio. Que sao 30 anos de serviço, o programa simulou para que me aposentar aos 100 anos de idade e em outro caso aos 110 anos. No por tempos serviço ok, colocou com 30 anos, e no tempo exclusivo de docência ficou em branco alegando inconsistência.",15,15,75,erro opcao situacao professor ensino basico medio ano programa ano idade outro ano colocar ano exclusivo docencia branco alegar inconsistencia
1627,Sim,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,,10,9,"47,5",
1629,Sim,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,Para o meu conhecimento foi de grande valia.,15,8,"57,5",conhecimento valia
1630,Sim,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,,14,11,"62,5",
1631,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo parcialmente,4,O simulador poderia indicar uma forma da pessoa interessada fazer o cálculo do valor mensal que irá receber quando preencher os requisitos para se aposentar.,18,9,"67,5",indicar pessoa interessado calculo mensal receber preencher requisito
1632,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Sem considerar vinculos anteriores ao federal, não atende as necessidades da maioria doa servidores.",10,10,50,considerar vinculo anterior federal atender necessidade doa
1635,Sim,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,,20,0,50,
1638,Sim,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,"Penso que poderia melhorar, migrando o tempo da iniciativa privada e demais órgãos públicos na simulação.  Desta forma teríamos em mãos o tempo real de contribuição. ",12,13,"62,5",pensar melhorar migrar iniciativa privado orgao publico mao real contribuicao
1640,Sim,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,,5,4,"22,5",
1641,Sim,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,,5,15,50,
1646,Sim,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,,16,16,80,
1649,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,,20,16,90,
1652,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,,10,10,50,
1655,Sim,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,"Simulador é péssimo, não faz nenhuma simulação ou previsão real, apenas apresenta um diagnóstico de acordo com o que já aconteceu na vida funcional do servidor. ",4,16,50,pessimo nenhum previsao real diagnostico acordo acontecer vida funcional
1657,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"O sistema não traz os dados de contribuições realizadas para o INSS, em regime CLT, traz somente os dados de contribuição no serviço público  e, por isso, não é eficaz.",8,8,40,dado contribuicao realizar inss regime clt dado contribuicao publico eficaz
1660,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,,15,20,"87,5",
1662,Sim,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,,12,15,"67,5",
1665,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,,18,18,90,
1668,Sim,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo parcialmente,2,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Existem relatos de que profissionais mais experientes, trabalhadores do IBGE, que algumas das regras de aposentadoria disponibilizadas estão inconsistentes com as leis alteradas em mais de um pe¿ríodo ... favor corrigir! ",8,9,"42,5",existir relato profissional experiente trabalhador ibge algum regra disponibilizar inconsistente lei alteradas riodo corrigir
1669,Sim,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Achei que faltou falar do percentual do valor do benefício sobre a média de 100%. Isto não ficou claro quanto ao cálculo e normas.
Pergunto: Qual é o percentual sobre os 100% da média que irei receber se fosse aposentar hoje? Isto não tem ",12,13,"62,5",faltar falar percentual beneficio media claro calculo norma pergunto percentual media irar receber hoje
1674,Sim,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Concordo totalmente,5,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,,17,10,"67,5",
1680,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Concordo totalmente,5,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,,17,14,"77,5",
1685,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,18,19,"92,5",
1686,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,,17,18,"87,5",
1700,Sim,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo parcialmente,2,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,,6,9,"37,5",
1703,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Faltou esclarecer os critérios de aposentadoria; incluir uma previsão do valor da aposentadoria e qual das opções seria mais vantajosa para o servidor.  ,15,16,"77,5",faltar esclarecer criterio incluir previsao opcao vantajoso
1705,Sim,Concordo totalmente,5,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,"No meu caso, parece 3 opções de Requisitos Preenchidos para simular e não consegui compreender muito bem cada uma das situações somente com o resumo que ele apresenta. Sugiro colocar um texto mais prático e objetivo para facilitar a compreensão.",9,5,35,parecer opcao requisito preencher conseguir compreender situacao resumo sugiro colocar texto pratico objetivo facilitar compreensao
1712,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,19,20,"97,5",
1716,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,,12,10,55,
1717,Sim,Discordo parcialmente,2,Discordo parcialmente,2,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo totalmente,5,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,"Não concordo, nem discordo",3,É impossível decidir a melhor opção sem inserção dos valores referentes aos anos averbados. Só aparece os valores dos anos de serviço publico.  Sinceramente assim não serve de nada.  Será que com a averbação estou perdendo muito valor de aposentadoria ? Será que seria melhor desaverbar ? Será que a perda é pequena e compensa para poder aposentar mais cedo ? Quando anos mais cedo ganho com averbação ? A averbação e os dados financeiros dos anos na iniciativa privada PRECISAM estar no sistema!,8,7,"37,5",impossivel decidir opcao insercao referente ano averbar aparecer ano publico sinceramente servir averbacao perder desaverbar perda pequeno compensa ano ganho averbacao averbacao dado financeiro ano iniciativa privado precisar
1718,Sim,Concordo totalmente,5,Concordo totalmente,5,Concordo parcialmente,4,Discordo parcialmente,2,Discordo totalmente,1,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Poderia melhorar o aplicativo no sentido de mostrar qual a opção mais vantajosa para aposentadoria.,11,13,60,melhorar aplicativo sentido mostrar opcao vantajoso
1719,Sim,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Gostaria que nós pudéssemos informar o tempo que vamos trazer do RGPS, para que o simulador efetuasse o cálculo.

Mas gostei do simulador, só faltou computar o tempo de que virá de fora.",15,10,"62,5",gostar pudesser informar rgp efetuar calculo gostar faltar computar vir
1721,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,,20,20,100,
1722,Sim,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,,14,20,85,
1723,Sim,Concordo totalmente,5,Discordo totalmente,1,Discordo parcialmente,2,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,Nada a Comentar,17,15,80,comentar
1724,Sim,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,teria que ser mais consistente com informações fundadas e fácil do servidor localizá-la.,0,10,25,consistente informacao fundadas facil localizar
1728,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Concordo parcialmente,4,,16,13,"72,5",
1729,Sim,Discordo parcialmente,2,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,,13,19,80,
1731,Sim,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo totalmente,5,Concordo parcialmente,4,"Não concordo, nem discordo",3,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,,5,4,"22,5",
1732,Sim,Discordo parcialmente,2,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,Discordo totalmente,1,Apresentar valores na simulacao,14,17,"77,5",
1735,Sim,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Concordo parcialmente,4,Boa experiência ,15,10,"62,5",experiencia
1737,Sim,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo parcialmente,2,Discordo parcialmente,2,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo parcialmente,2,,11,12,"57,5",
1738,Sim,Concordo totalmente,5,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo totalmente,5,Concordo totalmente,5,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo parcialmente,4,,13,3,40,
1740,Sim,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,,12,0,30,
1743,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Discordo totalmente,1,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,,16,16,80,
1755,Sim,Concordo parcialmente,4,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo parcialmente,2,Discordo totalmente,1,,13,17,75,
1758,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo parcialmente,2,Concordo totalmente,5,Concordo totalmente,5,Discordo totalmente,1,,12,13,"62,5",
1759,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo totalmente,1,"Não concordo, nem discordo",3,"Falta colocar no resultado final uma mensagem bem explicita dizendo, por exemplo: 
Com esse modelo de aposentadoria que você escolheu, ""Você continuará recebendo o seu salário integral"", ou ""Você receberá apenas X% do salário que vinha recebendo na ativa"".  Para mim, essa informação não ficou clara e neste caso, infelizmente, precisarei perguntar a alguém, antes de tomar a decisão.    ",8,10,45,faltar colocar resultado mensagem explicito modelo escolher continuar receber salario integral receber salario vir receber ativa informacao claro infelizmente precisar perguntar alguem tomar decisao
