ID,Você conhece e já utilizou o Simulador de Aposentadoria no SOUGOV.BR?,Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência",Eu achei o Simulador de Aposentadoria muito complexo,"2
Eu achei o Simulador de Aposentadoria muito complexo",Eu achei o Simulador de Aposentadoria fácil de usar,"3
Eu achei o Simulador de Aposentadoria fácil de usar",Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria,"4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria",Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas,"5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas",Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência,"6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência",Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente,"7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente",Eu achei o Simulador de Aposentadoria difícil de usar,"8
Eu achei o Simulador de Aposentadoria difícil de usar",Eu me senti confiante usando o Simulador de Aposentadoria,"9
Eu me senti confiante usando o Simulador de Aposentadoria",Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria,"10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria","Agradeço a sua participação e abro o espaço para que você possa contribuir com alguma crítica, sugestão ou elogio sobre o Simulador de Aposentadoria.","Some a pontuação total de todas as questões ímpares (questões 1, 3, 5, 7 e 9) e, em seguida, subtraia 5 do total para obter (X).","Some a pontuação total de todas as questões de número par (questões 2, 4, 6, 8 e 10), então subtraia esse total de 25 para obter (Y).","Some a pontuação total dos novos valores (X+Y) e multiplique por 2,5.",clean_text,comment_in_english
1542,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo totalmente,1,Discordo parcialmente,2,Ideal seria que o Simulador sugerisse a Aposentadoria mais vantajosa para o Servidor.,11,10,"52,5",ideal sugerir vantajoso,"Ideally, the simulator would suggest the most advantageous retirement for the server."
1543,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Sem sugestões ,20,20,100,sugestao,No suggestions
1552,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Discordo parcialmente,2,Eu achei o Simulador de Aposentadoria fácil de usar. ,20,14,85,facil,I found the retirement simulator easy to use.
1556,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,"Poderia constar tempo de serviço prestado a outros órgãos da administração, seja direta ou indireta. Trabalhei na CEF e não tem o tempo de serviço lá prestado. Optei pelo ingresso na Funpresp e o tempo de caixa econômica conta pra aposentadoria ",13,14,"67,5",constar prestar outro orgao administracao direto indireto trabalhei cef prestar optei ingresso funpresp caixa economico contar pra,"It could include time of service provided to other administration bodies, whether direct or indirect. I worked at CEF and I don't have the length of service there. I chose to join funpresp and the savings account time counts toward retirement"
1563,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Achei maravilhosa iniciativa. Seria ótimo se o Servidor tivesse também um canal para atendê-lo, especialmente quando quiser solicitar exclusão de tempo de contribuição para efeito de aposentadoria ou cancelar averbação de tempo de contribuição ou mesmo sanar alguma dúvida. INFELIZMENTE, o servidor hoje está totalmente ABANDONADO. NÃO TEM MAIS RH, e nenhum suporte para ajudá-lo.",19,17,90,maravilhosa iniciativa canal atende especialmente querer solicitar exclusao contribuicao efeito cancelar averbacao contribuicao sanar algum duvida infelizmente hoje totalmente abandonar nenhum suporte ajudar,"I thought it was a wonderful initiative. It would be great if the server also had a channel to assist you, especially when you want to request exclusion of contribution time for retirement purposes or cancel contribution time endorsement or even resolve any queries. Unfortunately, the server is now completely abandoned. There is no more HR, and no support to help you."
1571,Sim,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,"Tenho 41 anos de trabalho no SPF, poderiam excluir alternativas de aposentadoria que não me favoreçam, deixar somente a mais benéfica. Poupa tempo de conferência. ",19,20,"97,5",ano trabalho spf excluir alternativa favorecar deixar benefico poupar conferencia,"I have worked at spf for 41 years, they could exclude retirement alternatives that do not favor me, leaving only the most beneficial one. saves conference time."
1584,Sim,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,Discordo parcialmente,2,"Não concordo, nem discordo",3,"Tentei usar o simulador, mas infelizmente não consegui o que precisava, pois parece que o sistema desconsidera as informações funcionais já existentes e não faz o cálculo. Lamentável não ter uma calculadora pra simular aposentadoria de forma transparente.",6,2,20,infelizmente conseguir precisar parecer desconsiderar informacao funcional existente calculo lamentavel calculadora pra transparente,"I tried to use the simulator, but unfortunately I didn't get what I needed, as it seems that the system disregards the existing functional information and doesn't perform the calculation. It's unfortunate that we don't have a calculator to simulate retirement in a transparent way."
1588,Sim,Concordo parcialmente,4,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo totalmente,1,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Discordo totalmente,1,Discordo parcialmente,2,Discordo parcialmente,2,"Já que é um simulador, deveria ter um modo de simular, já que esse é travado, não deixa incluir tempo de RGPS para simular a aposentadoria, além disso não apresenta a opção para quem é PCD simular com base na Lei 142 - Aposentadoria do deficiente, no restante está bom",8,17,"62,5",modo travar deixar incluir rgp opcao pcd base lei deficiente restante,"Since it is a simulator, there should be a way to simulate it, since it is locked, it does not include rgps time to simulate retirement, and it also does not present the option for people with disabilities to simulate based on law 142 - retirement of the disabled , the rest is good"
1591,Sim,Concordo totalmente,5,"Não concordo, nem discordo",3,Concordo totalmente,5,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Discordo parcialmente,2,"Não concordo, nem discordo",3,Discordo parcialmente,2,Discordo parcialmente,2,Discordo parcialmente,2,Bem interessante. Já faz parte do meu cotidiano,13,13,65,interessante cotidiano,Very interesting. It's already part of my daily life
1594,Sim,Concordo totalmente,5,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Concordo totalmente,5,No meu caso ainda falta muito tempo para aposentadoria e não consegui chegar ao final da simulação porque não tinha um dado que estava sendo solicitado. ,17,15,80,faltar conseguir chegar dado solicitar,"In my case, there is still a long time before retirement and I was unable to reach the end of the simulation because I didn't have any data that was being requested."
1599,Sim,Concordo totalmente,5,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo totalmente,5,Discordo parcialmente,2,Concordo totalmente,5,"Achei difícil encontrar a melhor opção, a que favorece ao servidor, uma vez que não tenho conhecimento profundo das leis.",12,3,"37,5",dificil encontrar opcao favorecer conhecimento profur lei,"I found it difficult to find the best option, the one that favors the server, since I don't have in-depth knowledge of the laws."
1604,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,"O simulador de aposentadoria é um avanço importante como meio de acesso, orientação, informação e prestação de serviço ao servidor público.
Sugiro que relativo as informações da contagem de tempo dos servicos particulares para averbação, já sejam extraídas do banco de dados oficial da previdência social, a fim de se evitar transtornos com  solicitação de certidões, visto que o SOUGOV já poderia autenticar tais informações como oficiais por ser o sítio oficial do Governo Federal,",18,19,"92,5",avanco importante acesso orientacao informacao prestacao publico sugiro relativo informacao contagem particular averbacao extraidas banco dado oficial previdencia social evitar transtorno solicitacao certidao sougov autenticar informacao oficial sitio oficial governo federal,"The retirement simulator is an important advance as a means of access, guidance, information and provision of services to public servants. I suggest that the information regarding the time count for private services for registration should already be extracted from the official social security database , in order to avoid problems with requesting certificates, since sougov could already authenticate such information as official as it is the official website of the federal government,"
1614,Sim,Concordo totalmente,5,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo parcialmente,4,Discordo parcialmente,2,"Numa palestra que assisti sobre aposentadoria foi falado que podemos solicitar exclusão de remunerações para melhorar a renda final, mas no simulador não existe essa possibilidade . Gostaria que o simulador apresentasse opções de descarte de contribuições com a renda média projetada para podermos analisar o que seria melhor pra nós , se com o descarte de algumas contribuições ou não , para podermos optar pela renda mais vantajosa com mais segurança . ",12,8,50,palestra assisti falar solicitar exclusao remuneracao melhorar renda existir possibilidade gostar opcao descarte contribuicao renda medio projetar analisar pra descarte algum contribuicao optar renda vantajoso seguranca,"In a lecture I attended about retirement it was said that we can request exclusion of remuneration to improve final income, but in the simulator there is no such possibility. I would like the simulator to present options for discarding contributions with the projected average income so that we can analyze what would be best for us, whether with discarding some contributions or not, so that we can opt for the most advantageous income with greater security."
1618,Sim,Discordo totalmente,1,Discordo totalmente,1,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,Concordo parcialmente,4,Discordo totalmente,1,"Depois do golpe e da ""reforma trabalhista de 2019"", o simulador não muita diferença....praticamente todos vão se aposentar com 65 anos...ou menos com perdas salariais importantes...e sem paridade.

Enfim, não tem muito o que simular!",10,15,"62,5",golpe reforma trabalhista diferenca praticamente ano perda salarial importante paridade enfim,"After the coup and the ""labor reform of 2019"", the simulator doesn't make much difference...practically everyone will retire at the age of 65...or younger with significant salary losses...and without parity.in short, there isn't much what to simulate!"
1621,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,Discordo totalmente,1,Concordo parcialmente,4,Discordo totalmente,1,"Não consegui compreender qual a melhor data para a minha aposentadoria.
Qual a melhor proposta financeira.",19,17,90,conseguir compreender data proposta financeiro,I couldn't understand the best date for my retirement. What is the best financial proposal.
1624,Sim,Concordo parcialmente,4,Discordo parcialmente,2,Concordo totalmente,5,Discordo parcialmente,2,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo totalmente,5,Discordo totalmente,1,"Não concordo, nem discordo",3,Discordo totalmente,1,"Ainda apresenta vários erros. No meu caso teve 04 opções de simulação: em situação de professor ensino básico e médio. Que sao 30 anos de serviço, o programa simulou para que me aposentar aos 100 anos de idade e em outro caso aos 110 anos. No por tempos serviço ok, colocou com 30 anos, e no tempo exclusivo de docência ficou em branco alegando inconsistência.",15,15,75,erro opcao situacao professor ensino basico medio ano programa ano idade outro ano colocar ano exclusivo docencia branco alegar inconsistencia,"It still has several errors. In my case, there were 4 simulation options: as a primary and secondary school teacher. which is 30 years of service, the program simulated that I would retire at 100 years of age and in another case at 110 years of age. in the period of service ok, it was 30 years old, and in the exclusive period of teaching it was left blank, citing inconsistency."
1629,Sim,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Concordo totalmente,5,Concordo parcialmente,4,Concordo parcialmente,4,Concordo parcialmente,4,"Não concordo, nem discordo",3,Concordo parcialmente,4,Discordo parcialmente,2,Para o meu conhecimento foi de grande valia.,15,8,"57,5",conhecimento valia,For my knowledge it was of great value.
1631,Sim,Concordo totalmente,5,Discordo totalmente,1,Concordo totalmente,5,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,Concordo totalmente,5,Concordo totalmente,5,Concordo totalmente,5,Concordo parcialmente,4,O simulador poderia indicar uma forma da pessoa interessada fazer o cálculo do valor mensal que irá receber quando preencher os requisitos para se aposentar.,18,9,"67,5",indicar pessoa interessado calculo mensal receber preencher requisito,The simulator could indicate a way for the interested person to calculate the monthly amount they will receive when they meet the requirements to retire.
1632,Sim,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Não concordo, nem discordo",3,"Sem considerar vinculos anteriores ao federal, não atende as necessidades da maioria doa servidores.",10,10,50,considerar vinculo anterior federal atender necessidade doa,"Without considering previous ties to the federal government, it does not meet the needs of the majority of civil servants."
