ID,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência","2
Eu achei o Simulador de Aposentadoria muito complexo","3
Eu achei o Simulador de Aposentadoria fácil de usar","4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria","5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas","6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência","7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente","8
Eu achei o Simulador de Aposentadoria difícil de usar","9
Eu me senti confiante usando o Simulador de Aposentadoria","10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria",comments,X,Y,sus,clean_text
878,4,3,4,3,4,5,4,2,4,2,"Faltou acrescentar ao simulador a situação dos servidores que migraram para o RPC, com o respectivo cálculo estimado do valor do Beneficio Especial.

Da forma que está, o sistema não está considerando essa situação.",15,10,62.5,faltar acrescentar situacao migrar rpc respectivo calculo estimar beneficio especial considerar situacao
879,5,2,4,5,4,2,4,2,2,4,"Seria interessante, diante das informações disponíveis do Servidor, que o Simulador indicasse as melhores opções, tendo em vista os proventos e as vantagens/desvantagens após a aposentadoria.
Quais seriam as vantagens e desvantagens de cada opção, considerando a possibilidade de enquadramento em qualquer uma delas?",14,10,60.0,interessante informacao disponivel indicar opcao vista provento vantagem desvantagem vantagem desvantagem opcao considerar possibilidade enquadramento
882,3,5,1,5,3,3,2,5,1,3,"Sou professor do ensino básico, técnico e tecnológico e não encontrei uma das opções que fosse adequada a minha situação. ",5,4,22.5,professor ensino basico tecnico tecnologico encontrei opcao adequado situacao
883,3,1,4,2,4,1,4,1,1,1,Não entendi o item Desconsiderar PSS.,11,19,75.0,entendi item desconsiderar pss
885,2,3,1,5,3,3,2,2,2,4,"Na listagem dos fundamentos legais o texto é muito técnico, com termos que não são claros para o servidor, Trabalho com Gestão de Pessoas e mesmo assim encontrei dificuldade no entendimento do texto. O trecho ""Pedágio XX por cento"" não esclarece, ao contrário confunde. ....por cento de quê? Abatimento ou valor?

Não encontrei informação sobre a incidência dos reajustes (igual ao Regime Geral ou equiparado ao ativo?)
",5,8,32.5,listagem fundamento legal texto tecnico termo claro trabalho gestao pessoa encontrar dificuldade entendimento texto trecho pedagio esclarecer contrario confunder abatimento encontrar informacao incidencia reajuste igual regime equiparar ativo
886,5,2,4,1,1,5,5,2,3,1,"Calculou errado. Considerou minha idade mínima 62, sendo que sou mulher e docente EBTT, deveria ser 57.",13,14,67.5,calcular errar considerar idade pequeno mulher docente ebtt
887,4,3,4,2,3,2,2,1,3,1,,11,16,67.5,
890,4,2,4,2,3,4,4,2,3,3,,13,12,62.5,
891,5,1,5,1,1,1,5,1,3,1,,14,20,85.0,
892,5,2,5,2,3,2,4,2,4,2,"O único problema que identifiquei no simulador de aposentadoria é que não possui campo para que possamos inserir período laborado de outro regime (CTC) para simular. Sugiro que seja incluído a possibilidade de inclusão de período de CTC não averbada visto que muitos servidores tem período laborado de RGPS, por exemplo, e que não solicitou a CTC por não saber se compensa realizar a averbação.",16,15,77.5,unico problema identifiquei possuir campo possar inserir periodo laborar outro regime ctc sugiro incluir possibilidade inclusao periodo ctc averbar periodo laborar rgp solicitar ctc compensar realizar averbacao
894,5,1,5,1,5,2,5,1,5,1,,20,19,97.5,
896,5,1,5,1,5,1,5,1,5,1,,20,20,100.0,
898,3,1,4,1,3,4,4,1,2,1,Ele não leva em conta a legislação sobre aposentadoria de portadores de deficiência.,11,17,70.0,levar conta legislacao portador deficiencia
900,4,4,4,4,4,4,4,4,4,4,"Minha insatisfação como o simulador está no fato de não existir simulação de aposentador do servidor portador de deficiência, pois tenho visão monocular e pela jurisprudência seria uma deficiência leve para efeito de aposentadoria e o simulador não oferece simulação de aposentadoria de portador de deficiência.",15,5,50.0,insatisfacao fato existir portador deficiencia visao monocular jurisprudencia deficiencia levar efeito oferecer portador deficiencia
901,5,3,5,3,1,4,5,1,5,5,"Faltou incluir os vinculos do cnis neles, vínculos privados ou de recolhimento.",16,9,62.5,faltar incluir vinculo cnis vinculo privado recolhimento
902,4,2,2,1,2,2,4,1,2,2,O Simulador precisa melhorar a exemplo da primeira opção de aposentadoria que não aparece o valor da aposentadoria....,9,17,65.0,precisar melhorar opcao aparecer
906,5,1,5,1,5,1,5,1,5,1,,20,20,100.0,
907,1,2,5,4,2,2,5,3,1,3,"Sugestão: calcular o tempo que falta para aposentadoria, pois o sistema mostra datas e não tempo. ",9,11,50.0,sugestao calcular faltar mostrar data
908,3,1,5,1,5,1,5,1,5,1,,18,20,95.0,
913,4,2,4,1,2,3,4,1,4,1,,13,17,75.0,
914,3,2,3,5,1,5,3,2,1,2,"Precisa ser melhorado e integrado com outras plataformas, como a do inss uma vez que tenho tempo de contribuição pelo inss e não consta nesse cadastro/simulador.",6,9,37.5,precisar melhorar integrar outro plataforma inss contribuicao inss constar cadastro
915,3,3,4,3,3,4,4,4,4,2,"Algumas pessoas não vão conseguir entender os Art. aplicados ao Simulador, tenho certeza que muitos não sabem os significado e conteúdo dos arts, seria mais viavel a exploração desses itens ...",13,9,55.0,algum pessoa conseguir entender art aplicar certezar significado conteudo art viavel exploracao item
918,5,1,5,1,5,2,5,1,5,1,Simulador bastante oportuno para que o servidor possa ter uma visão do futuro. ,20,19,97.5,oportuno visao futuro
919,5,1,5,1,5,1,5,1,5,1,"Eu gostaria de incluir o meu tempo de contribuição para o INSS no simulador de aposentadoria, para ter o prazo e o valor reais da minha aposentadoria.",20,20,100.0,gostar incluir contribuicao inss prazo real
923,3,1,5,1,3,2,1,1,4,1,muito bom,11,19,75.0,
927,1,1,5,1,2,2,5,1,1,1,"TENHO PERÍODOS TRABALHADO NO RGPS, NO CASO DA SIMULAÇÃO NÃO HÁ CAMPO PARA INFORMAR OS PERÍODOS.
SOU PESSOA COM DEFICIÊNCIA, PRETENDO SOLICITAR APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO PARA PESSOA COM DEFICIÊNCIA, ENTENDO QUE NÃO HÁ COMO SIMULAR SEM O ENQUADRAMENTO DA PERÍCIA (LEVE, MODERADA OU GRAVE), MAS, PODERIA TER UMA ABA ONDE PUDESSE SER INFORMAR A ESPÉCIA DE APOSENTADORIA E HAVER ORIENTAÇÕES SOBRE.",9,19,70.0,periodo trabalhar rgp campo informar periodo pessoa deficiencia preter solicitar contribuicao pessoa deficiencia enter enquadramento pericia levar moderar grave aba informar especia orientacao
929,5,1,5,1,5,1,5,1,5,1,,20,20,100.0,
932,2,4,2,4,2,3,3,3,3,3,Bom dia! Para mim não acrescentou,7,8,37.5,dia acrescentar
933,5,1,5,1,5,3,5,1,5,3,É interessante que conste nas simulações como ocorrerão os reajustes de salário posteriormente.,20,16,90.0,interessante constir ocorrer reajuste salario posteriormente
934,4,2,4,2,4,2,4,4,4,2,,15,13,70.0,
935,5,1,5,1,5,1,5,1,5,1,"Gostei muito do Simulador.
Como sugestão eu acho que deveria ter um valor do benefício da aposentadoria simulado para o dia da simulação. ",20,20,100.0,gostar sugestao beneficio dia
937,1,1,5,1,1,5,5,1,5,1,"Está uma porcaria, deveria colocar o cálculo correto, visto que coloca apenas informações vagas.",12,16,70.0,porcaria colocar calculo correto colocar informacao vago
940,1,1,1,1,1,1,2,2,1,1,Não encontrei opção para incluir períodos de contribuição para o RGPS que ainda não foram averbados.,1,19,50.0,encontrar opcao incluir periodo contribuicao rgp averbar
941,4,2,4,4,1,2,2,2,4,2,"Como o governo federal detém todos os dados cadastrais de quem trabalhou na iniciativa privada e pública federal, o Simulador já deveria conter todas estas informações, ou seja, a base de dados deve ser única juntando as contribuições da parte privada (INSS) com as contribuições do regime especial do governo federal.
Assim, o Simulador ficaria completo e o servidor não teria que solicitar ao órgão público que é lotada a averbação do tempo de serviço realizado na iniciativa privada.",10,13,57.5,governo federal deter dado cadastral trabalhar iniciativa privado publico federal conter informacao base dado unico juntar contribuicao privado inss contribuicao regime especial governo federal completo solicitar orgao publico lotar averbacao realizar iniciativa privado
942,5,2,3,2,4,2,5,1,5,2,"Eu não consegui simular com meu tempo trazido de CLT, por isso não consigo saber exatamente o tempo que tenho. ",17,16,82.5,conseguir clt consigo exatamente
943,5,1,4,4,2,5,4,1,2,1,"Acredito que no futuro essa ferramenta será muito útil, isso quando todos os casos pontuais e específicos como regras de transição e e aposentadorias especiais. ",12,13,62.5,acreditar futuro ferramenta util pontual especifico regra transicao especial
945,4,2,4,2,3,4,3,2,4,2,"Bom dia! No meu caso, em especial, havia uma inconsistência no meu tempo de serviço (diferença de 4 anos a menos no serviço público), mas já solicitei a correção junto ao Setor de Pessoal da minha unidade.",13,13,65.0,dia especial inconsistencia diferenca ano publico solicitar correcao junto setor pessoal unidade
948,1,1,4,2,2,3,2,2,2,1,"O simulador de aposentadoria apenas simula a idade? Ou para quem tem o tempo de contribuição já simula o valor? Pois do jeito que está eu só consegui ver as opções de quando eu iria aposentar, poderia deixar alguma explicação sobre os valores, pois é uma das dúvidas da aposentadoria.",6,16,55.0,idade contribuicao jeito conseguir opcao deixar algum explicacao duvida
953,2,2,1,1,2,1,2,1,2,1,Seria interessante se houvesse a possibilidade de utilização de outros tempos de serviço.  Averbação de tempo. ,4,19,57.5,interessante possibilidade utilizacao outro averbacao
955,5,5,5,4,5,4,5,4,4,4,"meu nome Silvio Romero de souza silva matricula siape 0251978 inscrito no CPF de nº 340.945.984-72 ,solicitei aposentadoria, a 02 anos , estou de abono de permanência a 04 anos, até o prezado momento não saiu meu afastamento, digo aposentadoria. sou do Mtb agência do trabalho na cidade de  Araripina-PE  meu Email silvio.s.silva@trabalho.gov.br  , tenho 45 anos de previdencia averbado no INSS e 61 anos de idade, gostaria de saber o que nos impede de aposentar.",19,4,57.5,nome silvio romero souza silva matricula siape inscrito cpf solicitar ano abono permanencia ano prezado sair afastamento digar mtb agencia trabalho cidade araripina email silvio silva ano previdencia averbar inss ano idade gostar impede
958,4,3,4,2,3,3,4,1,4,1,,14,15,72.5,
961,1,2,5,4,5,1,5,1,5,2,"Muito bem elaborado, parabéns!",16,15,77.5,elaborar parabens
962,3,1,5,1,4,4,5,1,3,1,Acredito que para professor EBTT o simulador está com falhas.,15,17,80.0,acreditar professor ebtt falha
964,5,2,5,1,5,1,5,1,1,1,,16,19,87.5,
965,3,3,3,3,3,3,3,3,3,3,Não serviu para a minha situação funcional.,10,10,50.0,servir situacao funcional
968,3,2,4,1,1,5,4,2,1,1,"Eu sou servidor ingresso em 1989 como celetista, incorporado em 1992 no RJU (data do minha matrícula SIAPE) e fiz novo concurso em 2002.

O simulador só captura o período de um ano anterior ao meu concurso de 2002, não tendo opção de me permitir colocar o ingresso manualmente, mesmo os meus dados e minha ficha funcional anterior ao meu cargo atual estando na plataforma SOUGOV.

Assim, o resultado da simulação que eu faço é errada pois não considera os meus 11 anos de serviço anteriores.",8,14,55.0,ingresso celetista incorporar rju data matricula siape fiz concurso capturar periodo ano anterior concurso opcao permitir colocar ingresso manualmente dado ficha funcional anterior cargo atual plataforma sougov resultado errar considerar ano anterior
972,4,1,5,1,3,1,4,1,4,1,Não apresenta opção para quem é PCD ou em caso de pensão ,15,20,87.5,opcao pcd pensao
973,4,4,2,4,3,4,4,4,4,4,,12,5,42.5,
975,4,2,4,4,5,1,2,4,2,1,"Acho que falta uma explicação mais detalhada sobre as 3 datas específicas de aposentadoria. De resto, muito bom",12,13,62.5,faltar explicacao detalhar data especifico resto
977,4,2,4,2,3,3,4,2,4,2,"Tenho cerca de 20 de contribuição pela CLT. Gostaria de cadastrar esses períodos para que a simulação fosse mais acertiva. 
O simulador está ótimo em usabilidade, mas sem os dados de contribuições anteriores, seus cálculos ficam fora da realidade.
Ainda assim, parabéns a toda a equipe.",14,14,70.0,cerca contribuicao clt gostar cadastrar periodo acertivo usabilidade dado contribuicao anterior calculo realidade parabens equipe
978,5,1,5,1,5,1,5,1,5,1,"Aplicativo muito útil e facilita a vida da gente, principalmente os que têm dúvidas sobre como fazer o pedido.",20,20,100.0,aplicativo util facilitar vida gente principalmente duvida pedido
980,4,3,3,2,3,2,4,3,3,4,Incluir um instrutivo simples no início do simulador.,12,11,57.5,incluir instrutivo simples
984,2,3,3,3,3,2,3,2,4,3,muito bom.,10,12,55.0,
987,1,1,5,1,5,1,5,1,1,1,"Trabalhei CLT e não tem a opção de incluir esse tempo na simulação, portanto esse simulador só funciona pra quem trabalhou somente como servidor público. ",12,20,80.0,trabalhei clt opcao incluir funcionar pra trabalhar publico
988,5,1,5,1,4,5,4,1,3,1,"O simulador de aposentadoria coloca a data de ingresso no serviço público mas somente considera para o cálculo a data de ingresso no cargo atual. Sendo assim, não está simulando corretamente.",16,16,80.0,colocar data ingresso publico considerar calculo data ingresso cargo atual corretamente
989,5,1,5,1,5,1,5,1,5,1,"Acho que deveria apresentar simulação, mesmo em situações que ainda não foram atingidas pelo servidor, para que soubesse se vale a pena aguardar atingir tal situação ",20,20,100.0,situacao atingir soubesse valer pena aguardar atingir situacao
992,5,5,5,5,5,5,1,4,4,5,"Simulador é um pouco difícil não no sentido de acessibilidade e manuseio, mas esta precisando de um profissional na área que possa dar explicações, tirar duvidas e esclarecimentos sobre os diversos tipos de aposentadoria e a que tipo o servidor se enquadra pertinente ao contexto que esta no sistema.",15,1,40.0,dificil sentido acessibilidade manuseio precisar profissional explicacao tirar duvida esclarecimento diverso enquadra pertinente contexto
997,4,4,2,4,2,4,3,3,2,2,Não encontrei a funcionalidade de aposentadoria para pessoas com deficiência PCD e temos funcionários ingressados no quadro com essa condições.,8,8,40.0,encontrar funcionalidade pessoa deficiencia pcd funcionario ingressar quadro condicao
1000,4,4,4,3,2,3,4,2,2,3,Poderia haver uma forma de incluir períodos trabalhados em CLT para incorporar a real simulação do direito.,11,10,52.5,incluir periodo trabalhar clt incorporar real direito
1001,5,2,4,1,4,1,4,2,5,4,"Simulador bom, muito importante para o servidor e fácil de manusear.",17,15,80.0,importante facil manusear
1003,4,3,4,1,4,1,4,1,4,1,Espero que o simulador permaneça no sougov e que tenha sempre melhorias e opções de simulação em relação às mudanças na carreira,15,18,82.5,esperar permanecer sougov melhoria opcao mudanca carreira
1004,5,3,3,3,3,4,3,3,2,3,"Considerar outros formatos de introdução de dados como por exemplo, telefones com prefixos de outros países, também a informação de contribuição em outros sistemas.",11,9,50.0,considerar outro formato introducao dado telefone prefixo outro pais informacao contribuicao outro
1005,5,1,5,1,1,1,5,1,5,4,"Parabéns! Desejo que em breve a aposentar especial por deficiência ou atividades específicas também possa estar disponível, facilitando o acesso a informação e diminuindo a demanda de consultas aos setores de aposentadoria das instituições.",16,17,82.5,parabens desejo especial deficiencia atividade especifico disponivel facilitar acesso informacao diminuir demanda consulta setor instituicao
1010,3,1,4,1,2,4,4,1,4,1,Achei o simular fácil de usar.,12,17,72.5,facil
1012,3,1,5,1,4,3,4,1,3,1,.....,14,18,80.0,
1013,5,1,5,5,5,1,5,1,5,1,Não,20,16,90.0,
1022,3,1,5,1,3,3,5,1,5,1,,16,18,85.0,
1024,3,1,4,2,5,5,5,1,4,1,"Deveria haver uma maior integração entre os dados advindos de outros regimes próprios de previdência e regime geral pois, no meu caso que trabalhei como autônomo e como servidor municipal, num total de 11 anos aprox., estas informações foram completamente ignoradas pelo simulador. Assim, a ferramenta é útil apenas para quem teve uma vida laboral apenas como servidor federal, deixando de contemplar uma enorme fatia de pessoas que normalmente têm uma vida pregressa laboral.",16,15,77.5,integracao dado advinr outro regime previdencia regime trabalhar autonomo municipal total ano aprox informacao completamente ignorar ferramenta util vida laboral federal deixar contemplar enorme fatia pessoa normalmente vida pregresso laboral
1026,1,1,4,1,1,3,3,3,1,1,"Acessei o simulador, porem não havia base de dados no meu caso especifico para realizar a simulação e fui aconselhado a buscar, a unidade pagadora do meu orgão, ou seja para mim o simulador é ineficaz",5,16,52.5,acessar base dado especifico realizar aconselhar buscar unidade pagadora orgao ineficaz
