ID,"1
Acho que gostaria de utilizar o Simulador de Aposentadoria com frequência","2
Eu achei o Simulador de Aposentadoria muito complexo","3
Eu achei o Simulador de Aposentadoria fácil de usar","4
Eu acho que precisaria de ajuda de uma pessoa com conhecimentos específicos para usar o Simulador de Aposentadoria","5
Eu achei que as várias funções do Simulador de Aposentadoria estão muito bem integradas","6
Eu achei que o Simulador de Aposentadoria apresenta muita inconsistência","7
Eu imagino que as pessoas aprenderão como usar o Simulador de Aposentadoria rapidamente","8
Eu achei o Simulador de Aposentadoria difícil de usar","9
Eu me senti confiante usando o Simulador de Aposentadoria","10
Eu precisei aprender várias coisas novas antes de conseguir usar o Simulador de Aposentadoria","Agradeço a sua participação e abro o espaço para que você possa contribuir com alguma crítica, sugestão ou elogio sobre o Simulador de Aposentadoria."
1356,1,1,5,1,3,3,2,1,3,1,
1357,4,1,5,1,1,5,5,1,1,1,"No meu caso o simulador de aposentadoria está totalmente desatualizado, pois tenho 43 (quarenta e três) anos de serviço público e, nele, consta apenas um ano. Alguém inseriu meus dados de forma incorreta.
Entrei no Ministério do Trabalho no dia 19 de julho de 1984 e, tenho mais três anos, já averbados, do Ministério do Exército. 
Minha  matrícula é 0250969 (caso queira conferir."
1358,5,1,5,1,5,1,5,5,5,1,"
Está faltando a aposentadoria do deficiente. Seria importantíssimo abranger os deficientes.

"
1362,4,2,4,4,4,2,3,2,4,3,
1367,4,5,5,5,5,5,5,5,5,5,
1374,3,4,2,4,2,3,4,2,3,3,"Com tantas variantes fica difícil avaliar a melhor opção de aposentadoria, sem ter o conhecimento específico do RH"
1378,3,1,5,1,3,3,5,1,5,1,
1379,5,1,5,1,4,2,5,1,5,1,
1381,4,4,4,2,3,3,4,2,4,2,Sem nada à acrescentar no momento
1382,5,2,5,1,5,1,5,1,5,1,"Sugiro criar um canal para tirar dúvidas a respeito da simulação de aposentadoria. No meu caso, veirifiquei alguns valores destoantes que não entendi e não tinha a quem recorrer para sanar minha dúvida."
1384,5,2,4,4,2,3,3,1,2,3,Falta o cálculo do benefício especial.
1387,5,1,5,1,4,1,5,1,3,1,
1390,1,1,1,1,1,1,1,1,1,1,
1392,3,2,4,2,3,2,5,2,4,1,"A simulação não deixa claro qual seria o valor do benefício a que o servidor teria direito, caso continuasse no mesmo cargo atual até atingir os requisitos."
1393,2,4,2,5,2,3,4,4,2,1,
1402,5,1,5,1,5,2,5,1,5,1,
1405,5,2,5,3,3,4,4,1,5,5,Gostei desse simulador porque não tínhamos como consultar 
1406,4,2,5,1,4,4,4,1,4,1,
1407,5,5,5,5,5,1,5,5,5,1,Poderia transformar o simulador numa forma de requerer a aposentadoria 
1408,5,1,5,1,5,1,5,1,5,1,
1410,5,1,5,1,5,1,5,1,4,1,Muito bom. Simples . A maior dúvida recai nos fundamentos legais  em que se baseiam os cálculos. A apresentação  de 3 opções de simulação me confundiu um pouco mas  bastou ler os fundamentos com calma para entender. Talvez isto possa impactar com outros servidores. 
1412,5,1,5,1,5,1,4,1,5,1,"Excelente ferramenta no apoio à decisão da aposentadoria, parabéns pela iniciativa. "
1413,3,1,5,1,4,2,4,1,3,1,
1416,4,4,4,4,4,1,4,4,4,4,
1417,5,1,5,1,5,1,5,1,5,1,
1418,4,2,4,2,4,2,4,2,3,2,
1421,5,1,5,1,5,1,5,1,5,2,Obrigado! 
1426,5,3,3,3,4,5,3,2,3,4,Quando aparecer inconsistência informar quais os canais que devem ser procurados para solicitar correção e/ou esclarecimentos. 
1427,4,2,3,1,2,3,2,3,1,3,
1431,5,1,5,1,5,1,5,1,5,1,"Gostei muito de utilizar o Simulador de Aposentadoria, pois antes de entrar em funcionamento esta ferramenta no SOUGOV, eu tinha que recorrer à internet para fazer a simulação da minha aposentadoria.  Achei uma ferramenta fácil de usar.  Ademais, as informações fornecidas pelo Simulador de Aposentadoria vão me permitir realizar um planejamento mais concreto sobre o meu futuro.   "
1432,5,5,5,1,5,4,5,1,5,4,
1436,1,1,5,3,3,3,5,1,3,3,
1437,5,4,2,4,4,2,5,4,1,4,"A crítica que faço ao simulador de aposentadoria é que não possibilita uma simulação para o servidor que fez opção, nos termos da lei nº 14.463, de 26 de outubro de 2022, pelo  Regime de Previdência Complementar de que trata a Lei nº 12.618, de 30 de abril de 2012, pois não calcula o Benefício Especial (BE)."
1439,2,2,4,2,3,5,4,4,3,1,
1440,2,4,5,1,4,5,5,1,4,1,"Apesar da data de ingresso no serviço público estar correta, a contagem do meu tempo de contribuição está errada."
1447,3,3,5,3,3,5,3,3,3,3,O simulador não traz a opção para servidores com deficiência fazerem simulações de acordo com suas particularidades. 
1452,3,1,5,2,5,1,5,1,2,2,Facil de usar.
1453,3,4,5,5,5,2,4,1,5,1,
1457,5,2,5,2,5,2,5,2,5,2,
1460,5,3,3,2,2,3,3,3,2,3,"O cálculo do valor da aposentadoria não considera as contribuições feitas no Regime Geral, depois de julho de 1994. Se estes valores fizerem parte do cálculo do valor da aposentadoria, deveria haver uma nota alertando para este fato. "
1461,3,2,5,1,3,3,4,1,4,3,
1462,5,3,5,4,5,3,4,1,4,2,Muito boa a iniciativa 
1464,3,4,4,4,3,3,3,1,4,4,
1465,4,1,5,1,5,1,5,1,5,1,"Parabéns pela criação do simulador de aposentadoria do servidor público! Essa ferramenta é uma grande contribuição para ajudar os profissionais a planejarem melhor seu futuro, trazendo mais clareza e segurança nas decisões. Excelente trabalho!"
1466,4,1,5,4,5,1,4,1,5,4,Aproveito a ocasião para elogiá-los. O Simulador de Aposentadoria é muito fácil de ser usado e muito efetivo. Nos traz informações preciosas com muita confiabilidade.
1470,4,4,4,2,4,2,4,2,4,2,
1471,3,3,3,4,3,1,3,3,3,1,
1473,4,2,4,1,4,1,4,1,4,4,
1475,2,4,4,4,5,4,4,3,3,4,
1478,1,1,5,3,3,3,4,2,1,3,O meu tempo de serviço público anterior ao atual não aparece na simulação. 
1479,5,2,4,2,2,2,2,2,3,2,
1482,2,5,1,2,2,2,4,5,1,5,Nada a Declarar
1487,4,5,1,5,1,1,2,5,1,5,"Não consegui usar, a simulação que fiz,, só dava erro, independente da opção que e escolhia. E para minha surpresa, o servidor do meu Rh não soube me instruir, dizendo que não tem conhecimento acerca da ferramenta.
Complicado."
1490,5,1,5,4,5,1,5,1,5,1,
1494,1,1,5,1,3,5,5,1,5,1,
1496,3,1,5,5,1,5,3,5,3,1,O simulador não puxa o tempo total averbado não CTC.
1499,5,2,3,4,3,2,4,2,3,5,A ferramenta não apresentou a data exata e a remuneração prevista com o advento da aposentadoria.
1501,4,3,2,5,2,3,2,4,1,3,Não consegui realizar corretamente minha simulação.
1503,5,2,4,5,4,3,5,3,2,3,
1506,2,2,2,2,1,2,1,2,1,2,
1507,4,4,4,2,2,3,2,4,4,4,Deveria ser melhor explicado.
1510,5,2,5,5,5,1,5,1,5,1,
1512,4,2,4,1,4,4,4,1,1,1,"Está com erro na soma do tempo, já tentei mandar mensagens várias vezes, mas o e-mail informado anteriormente não é e-mail válido. 

Entrada no serviço público em um único cargo até dias atuais 03/03/1997, aí da que tem só 24 anos até o dia de hoje. "
1514,4,1,4,1,4,1,4,1,5,1,"Os botões para saída dos arquivos devem ser mais explicativos, intuitivos "
1516,5,2,4,2,2,2,3,2,2,4,"Gostei muito do simulador, porém tive dificuldades no primeiro momento para entender."
1518,3,4,4,1,3,2,4,1,3,1,"No meu caso o tempo de contribuição está errado. Apesar de constar  a data de admissão ser correta 23/02/95, o tempo que consta é 25 anos e 1mes, sendo q hoje tenho  29 a 7m. 
Então o simulador está no meu caso  fazendo o cálculo errado.
"
1521,4,1,2,2,2,2,1,2,1,2,Achei interessante. A tendência é melhorar. 
1522,4,3,3,1,2,3,3,3,1,1,"O Simulador de aposentadoria não é claro quanto ao valor final que o Servidor irá receber. Além disso, desconsidera no cálculo a possibilidade de um servidor que ingressou no serviço público como deficiente veja sua real situação, haja vista que desconsidera a legislação relativa ao assunto que diminuiu o tempo de contribuição e idade para aposentadoria."
1523,5,2,4,2,5,3,4,2,4,2,Seria interessante e necessário vir o resumo de vínculos fora do tempo de serviço público que estão sendo considerados
1524,5,1,5,1,5,1,5,1,5,1,Perfeito 
1526,4,4,5,4,4,4,4,4,4,4,Nada a declarar minhas dúvidas foram tiradas com exitos
1528,5,1,5,1,5,1,5,1,5,1,
1530,1,3,1,3,1,3,1,3,1,3,
1532,3,1,5,1,4,1,3,1,5,1,"Realizei a minha simulação para verificar as condições e solicitei meu pedido, e já estou aposentado desde 07/10/24. "
1536,5,1,5,1,5,1,5,1,5,1,"Não sei se é o fato de ser algo novo portanto posso não ter ainda conhecimento pleno do simulador mas gostaria de ver nas simulações a informação sobre as regras de reajuste. Sei, por exemplo, que existem opções em que o reajuste acompanhará o que for definido para o pessoal da ativa de minha carreira ou poderei optar por reajuste anual independente do que for definido para o pessoal da ativa.
"
1539,5,1,5,1,2,2,2,1,1,1,Inclusão de informações sobre averbações realizadas e que podem compor a aposentadoria.
1540,4,3,4,3,4,3,4,3,4,3,
1542,5,2,4,3,3,4,3,4,1,2,Ideal seria que o Simulador sugerisse a Aposentadoria mais vantajosa para o Servidor.
1543,5,1,5,1,5,1,5,1,5,1,Sem sugestões 
1544,5,1,5,1,3,2,5,2,5,3,
1545,5,5,5,5,5,5,5,5,5,5,
1552,5,1,5,2,5,1,5,5,5,2,Eu achei o Simulador de Aposentadoria fácil de usar. 
1555,4,3,4,3,3,3,4,2,4,4,
1556,4,2,4,3,4,2,4,2,2,2,"Poderia constar tempo de serviço prestado a outros órgãos da administração, seja direta ou indireta. Trabalhei na CEF e não tem o tempo de serviço lá prestado. Optei pelo ingresso na Funpresp e o tempo de caixa econômica conta pra aposentadoria "
1558,4,3,4,5,3,4,4,4,4,4,
1560,4,1,4,4,4,3,4,1,4,1,
1561,4,5,2,5,2,5,2,5,1,5,
1563,5,1,5,4,4,1,5,1,5,1,"Achei maravilhosa iniciativa. Seria ótimo se o Servidor tivesse também um canal para atendê-lo, especialmente quando quiser solicitar exclusão de tempo de contribuição para efeito de aposentadoria ou cancelar averbação de tempo de contribuição ou mesmo sanar alguma dúvida. INFELIZMENTE, o servidor hoje está totalmente ABANDONADO. NÃO TEM MAIS RH, e nenhum suporte para ajudá-lo."
1564,2,2,3,2,3,3,3,3,3,3,
1567,4,3,4,5,2,5,3,3,2,3,
1571,4,1,5,1,5,1,5,1,5,1,"Tenho 41 anos de trabalho no SPF, poderiam excluir alternativas de aposentadoria que não me favoreçam, deixar somente a mais benéfica. Poupa tempo de conferência. "
1580,5,4,5,4,5,1,4,1,5,1,
1584,4,5,1,5,2,5,2,5,2,3,"Tentei usar o simulador, mas infelizmente não consegui o que precisava, pois parece que o sistema desconsidera as informações funcionais já existentes e não faz o cálculo. Lamentável não ter uma calculadora pra simular aposentadoria de forma transparente."
1585,5,2,4,3,4,3,4,2,4,1,
1588,4,2,3,1,2,2,2,1,2,2,"Já que é um simulador, deveria ter um modo de simular, já que esse é travado, não deixa incluir tempo de RGPS para simular a aposentadoria, além disso não apresenta a opção para quem é PCD simular com base na Lei 142 - Aposentadoria do deficiente, no restante está bom"
1589,5,1,5,1,4,2,5,1,4,1,
1591,5,3,5,3,3,2,3,2,2,2,Bem interessante. Já faz parte do meu cotidiano
1592,4,1,5,1,5,1,5,1,5,1,
1593,5,5,1,5,3,3,3,4,2,3,
1594,5,2,4,1,4,1,5,1,4,5,No meu caso ainda falta muito tempo para aposentadoria e não consegui chegar ao final da simulação porque não tinha um dado que estava sendo solicitado. 
1595,5,1,5,1,5,1,5,1,5,1,
1599,5,5,4,4,3,3,3,5,2,5,"Achei difícil encontrar a melhor opção, a que favorece ao servidor, uma vez que não tenho conhecimento profundo das leis."
1604,5,1,5,1,4,2,5,1,4,1,"O simulador de aposentadoria é um avanço importante como meio de acesso, orientação, informação e prestação de serviço ao servidor público.
Sugiro que relativo as informações da contagem de tempo dos servicos particulares para averbação, já sejam extraídas do banco de dados oficial da previdência social, a fim de se evitar transtornos com  solicitação de certidões, visto que o SOUGOV já poderia autenticar tais informações como oficiais por ser o sítio oficial do Governo Federal,"
1608,2,2,2,2,2,2,2,2,2,2,
1609,3,2,4,1,4,1,4,2,4,1,
1610,4,2,4,2,4,2,4,2,4,4,
1614,5,4,2,4,3,3,3,4,4,2,"Numa palestra que assisti sobre aposentadoria foi falado que podemos solicitar exclusão de remunerações para melhorar a renda final, mas no simulador não existe essa possibilidade . Gostaria que o simulador apresentasse opções de descarte de contribuições com a renda média projetada para podermos analisar o que seria melhor pra nós , se com o descarte de algumas contribuições ou não , para podermos optar pela renda mais vantajosa com mais segurança . "
1618,1,1,3,3,3,3,4,2,4,1,"Depois do golpe e da ""reforma trabalhista de 2019"", o simulador não muita diferença....praticamente todos vão se aposentar com 65 anos...ou menos com perdas salariais importantes...e sem paridade.

Enfim, não tem muito o que simular!"
1621,5,1,5,4,5,1,5,1,4,1,"Não consegui compreender qual a melhor data para a minha aposentadoria.
Qual a melhor proposta financeira."
1622,3,1,5,1,5,1,5,5,5,1,
1624,4,2,5,2,3,4,5,1,3,1,"Ainda apresenta vários erros. No meu caso teve 04 opções de simulação: em situação de professor ensino básico e médio. Que sao 30 anos de serviço, o programa simulou para que me aposentar aos 100 anos de idade e em outro caso aos 110 anos. No por tempos serviço ok, colocou com 30 anos, e no tempo exclusivo de docência ficou em branco alegando inconsistência."
1627,2,4,4,4,3,2,3,3,3,3,
1629,4,3,4,5,4,4,4,3,4,2,Para o meu conhecimento foi de grande valia.
1630,4,4,4,4,4,2,4,2,3,2,
1631,5,1,5,3,3,3,5,5,5,4,O simulador poderia indicar uma forma da pessoa interessada fazer o cálculo do valor mensal que irá receber quando preencher os requisitos para se aposentar.
1632,3,3,3,3,3,3,3,3,3,3,"Sem considerar vinculos anteriores ao federal, não atende as necessidades da maioria doa servidores."
1635,5,5,5,5,5,5,5,5,5,5,
1638,3,4,5,1,4,4,2,2,3,1,"Penso que poderia melhorar, migrando o tempo da iniciativa privada e demais órgãos públicos na simulação.  Desta forma teríamos em mãos o tempo real de contribuição. "
1640,2,4,2,4,3,3,2,5,1,5,
1641,2,2,2,2,2,2,2,2,2,2,
1646,1,1,5,1,5,1,5,5,5,1,
1649,5,1,5,1,5,1,5,5,5,1,
1652,3,3,3,3,3,3,3,3,3,3,
1655,5,1,1,1,1,5,1,1,1,1,"Simulador é péssimo, não faz nenhuma simulação ou previsão real, apenas apresenta um diagnóstico de acordo com o que já aconteceu na vida funcional do servidor. "
1657,3,3,3,3,1,5,3,3,3,3,"O sistema não traz os dados de contribuições realizadas para o INSS, em regime CLT, traz somente os dados de contribuição no serviço público  e, por isso, não é eficaz."
1660,4,1,5,1,3,1,5,1,3,1,
1662,3,2,4,4,4,2,2,1,4,1,
1665,5,2,4,1,4,1,5,1,5,2,
1668,3,4,3,2,2,4,2,3,3,3,"Existem relatos de que profissionais mais experientes, trabalhadores do IBGE, que algumas das regras de aposentadoria disponibilizadas estão inconsistentes com as leis alteradas em mais de um pe¿ríodo ... favor corrigir! "
1669,4,3,3,2,3,3,4,2,3,2,"Achei que faltou falar do percentual do valor do benefício sobre a média de 100%. Isto não ficou claro quanto ao cálculo e normas.
Pergunto: Qual é o percentual sobre os 100% da média que irei receber se fosse aposentar hoje? Isto não tem "
1674,5,4,4,5,3,3,5,1,5,2,
1680,4,2,5,1,4,5,4,1,5,2,
1685,4,1,5,2,5,1,4,1,5,1,
1686,5,2,4,1,4,2,5,1,4,1,
1700,2,4,2,3,3,2,2,4,2,3,
1703,5,1,5,2,4,4,3,1,3,1,Faltou esclarecer os critérios de aposentadoria; incluir uma previsão do valor da aposentadoria e qual das opções seria mais vantajosa para o servidor.  
1705,5,5,2,5,3,3,2,4,2,3,"No meu caso, parece 3 opções de Requisitos Preenchidos para simular e não consegui compreender muito bem cada uma das situações somente com o resumo que ele apresenta. Sugiro colocar um texto mais prático e objetivo para facilitar a compreensão."
1712,4,1,5,1,5,1,5,1,5,1,
1716,3,3,4,3,3,3,3,3,4,3,
1717,2,2,3,4,5,5,2,4,1,3,É impossível decidir a melhor opção sem inserção dos valores referentes aos anos averbados. Só aparece os valores dos anos de serviço publico.  Sinceramente assim não serve de nada.  Será que com a averbação estou perdendo muito valor de aposentadoria ? Será que seria melhor desaverbar ? Será que a perda é pequena e compensa para poder aposentar mais cedo ? Quando anos mais cedo ganho com averbação ? A averbação e os dados financeiros dos anos na iniciativa privada PRECISAM estar no sistema!
1718,5,5,4,2,1,1,4,2,2,2,Poderia melhorar o aplicativo no sentido de mostrar qual a opção mais vantajosa para aposentadoria.
1719,5,3,4,3,4,3,4,3,3,3,"Gostaria que nós pudéssemos informar o tempo que vamos trazer do RGPS, para que o simulador efetuasse o cálculo.

Mas gostei do simulador, só faltou computar o tempo de que virá de fora."
1721,5,1,5,1,5,1,5,1,5,1,
1722,3,1,4,1,4,1,4,1,4,1,
1723,5,1,2,2,5,1,5,1,5,5,Nada a Comentar
1724,1,1,1,3,1,1,1,5,1,5,teria que ser mais consistente com informações fundadas e fácil do servidor localizá-la.
1728,5,2,4,2,4,3,4,1,4,4,
1729,2,1,5,2,3,1,4,1,4,1,
1731,2,3,2,5,4,3,1,5,1,5,
1732,2,1,5,1,4,1,4,4,4,1,Apresentar valores na simulacao
1735,4,3,4,3,4,3,4,2,4,4,Boa experiência 
1737,4,3,3,2,2,3,4,3,3,2,
1738,5,5,3,5,5,3,2,5,3,4,
1740,5,5,1,5,5,5,1,5,5,5,
1743,5,1,5,1,5,1,1,1,5,5,
1755,4,4,5,1,4,1,3,1,2,1,
1758,4,1,5,2,1,3,2,5,5,1,
1759,3,3,3,3,3,3,3,3,1,3,"Falta colocar no resultado final uma mensagem bem explicita dizendo, por exemplo: 
Com esse modelo de aposentadoria que você escolheu, ""Você continuará recebendo o seu salário integral"", ou ""Você receberá apenas X% do salário que vinha recebendo na ativa"".  Para mim, essa informação não ficou clara e neste caso, infelizmente, precisarei perguntar a alguém, antes de tomar a decisão.    "
1761,5,5,1,4,1,5,1,5,1,2,"Como ainda falta um certo tempo para a minha aposentadoria, não consegui usar."
1762,4,3,3,4,3,3,3,4,3,3,
1765,5,1,5,1,5,1,5,1,5,1,"Achei a ferramenta muito útil, pois apresenta informações confiáveis e as várias opções de aposentadoria. "
1782,5,4,2,1,4,3,3,3,4,3,
1783,1,4,2,4,2,4,2,2,2,3,Linguagem mais clara nos termos específicos e técnicos.
1788,3,1,5,1,5,1,5,1,3,3,"Acho válido a construção de ferramentas que garanteam acesso às informações previdenciária, pois podemos detectar e corrigir inconsistências antes da real necessidade de solicitar o serviço/benefício. "
1789,5,1,5,1,5,1,5,1,5,1,
1790,1,1,3,4,1,3,1,3,1,3,Criar a opção de incluir e excluir remunerações de tempo de serviço RGPS para vermos como fica melhor a aposentadoria. Períodos já averbados. 
